425	0	0	2.3	0	0	78.9	0	0	0	0	0	0.00943	0	0	0.00472	0	0	0	0	0	0	0	0
385	0	0	-0.9	0	0	136	0	0	0	0	0	0.00868	0	0	0.00867	0	0	0	0	0	0	0	0
394	0	0	-4.6	0	0	135	0	0	0	0	0	0.00869	0	0	0.00868	0	0	0	0	0	0	0	0
289	0	0	-1.5	0	0	197	0	0	0	0	0	0.00643	0	0	0.0129	0	0	0	0	0	0	0	0
337	0	0	0.1	0	0	55.5	0	0	0	0	0	0.00415	0	0	0.00205	0	0	0	0	0	0	0	0
305	0	0	0	0	0	107	0	0	0	0	0	0.00374	0	0	0.00372	0	0	0	0	0	0	0	0
304	0	0	1.5	0	0	104	0	0	0	0	0	0.00374	0	0	0.0037	0	0	0	0	0	0	0	0
229	0	0	-1.2	0	0	152	0	0	0	0	0	0.00264	0	0	0.00518	0	0	0	0	0	0	0	0
234	0	0	7.3	0	0	154	0	0	0	0	0	0.00261	0	0	0.00516	0	0	0	0	0	0	0	0
138	0	0	5.2	0	0	173	0	0	0	0	0	0.00144	0	0	0.00563	0	0	0	0	0	0	0	0
45.2	0	0	1.8	0	0	160	0	0	0	0	0	0.00037	0	0	0.00372	0	0	0	0	0	0	0	0
266	0	0	-1.3	0	0	52.9	0	0	0	0	0	0.00211	0	0	0.00104	0	0	0	0	0	0	0	0
261	0	0	3.1	0	0	48.5	0	0	0	0	0	0.00214	0	0	0.00104	0	0	0	0	0	0	0	0
238	0	0	-0.3	0	0	87.7	0	0	0	0	0	0.00191	0	0	0.00188	0	0	0	0	0	0	0	0
234	0	0	2.9	0	0	87.2	0	0	0	0	0	0.00191	0	0	0.00187	0	0	0	0	0	0	0	0
224	0	0	32	0	0	85	0	0	0	0	0	0.00191	0	0	0.00212	0	0	0	0	0	0	0	0
179	0	0	-0.6	0	0	126	0	0	0	0	0	0.00145	0	0	0.00285	0	0	0	0	0	0	0	0
176	0	0	0.3	0	0	127	0	0	0	0	0	0.00145	0	0	0.00286	0	0	0	0	0	0	0	0
224	0	0	-0.3	0	0	224	0	0	0	0	0	0.00144	0	0	0.00144	0	0	0	0	0	0	0	0
212	0	0	-1.6	0	0	79.6	0	0	0	0	0	0.0014	0	0	0.00138	0	0	0	0	0	0	0	0
194	0	0	34	0	0	82	0	0	0	0	0	0.00141	0	0	0.00152	0	0	0	0	0	0	0	0
202	0	0	4.5	0	0	113	0	0	0	0	0	0.00131	0	0	0.00198	0	0	0	0	0	0	0	0
142	0	0	27	0	0	103	0	0	0	0	0	0.00099	0	0	0.00208	0	0	0	0	0	0	0	0
147	0	0	-4.4	0	0	110	0	0	0	0	0	0.00098	0	0	0.00193	0	0	0	0	0	0	0	0
151	0	0	0	0	0	105	0	0	0	0	0	0.00099	0	0	0.00191	0	0	0	0	0	0	0	0
364	0	0	0	0	0	138	0	0	0	0	0	0.0041	0	0	0.00193	0	0	0	0	0	90	0	0
377	0	0	0	0	0	180	0	0	0	0	0	0.00371	0	0	0.00374	0	0	0	0	0	90	0	0
345	0	0	0	0	0	199	0	0	0	0	0	0.00264	0	0	0.00511	0	0	0	0	0	90	0	0
281	0	0	0	0	0	82	0	0	0	0	0	0.00212	0	0	0.00106	0	0	0	0	0	90	0	0
289	0	0	0	0	0	133	0	0	0	0	0	0.00192	0	0	0.00185	0	0	0	0	0	90	0	0
285	0	0	0	0	0	134	0	0	0	0	0	0.00192	0	0	0.00189	0	0	0	0	0	90	0	0
250	0	0	0	0	0	157	0	0	0	0	0	0.00147	0	0	0.00279	0	0	0	0	0	90	0	0
272	0	0	0	0	0	157	0	0	0	0	0	0.00146	0	0	0.00281	0	0	0	0	0	90	0	0
232	0	0	0	0	0	100	0	0	0	0	0	0.00137	0	0	0.00135	0	0	0	0	0	90	0	0
190	0	0	0	0	0	124	0	0	0	0	0	0.001	0	0	0.00195	0	0	0	0	0	90	0	0
450	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0
458	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0
374	0	0	-0.8	0	0	0	0	0	0	0	0	0.0051	0	0	0	0	0	0	0	0	0	0	0
351	0	0	2.3	0	0	0	0	0	0	0	0	0.00434	0	0	0	0	0	0	0	0	0	0	0
274	0	0	-0.8	0	0	0	0	0	0	0	0	0.00211	0	0	0	0	0	0	0	0	0	0	0
279	0	0	1.7	0	0	0	0	0	0	0	0	0.00222	0	0	0	0	0	0	0	0	0	0	0
270	0	0	3.7	0	0	0	0	0	0	0	0	0.0022	0	0	0	0	0	0	0	0	0	0	0
240	0	0	4.3	0	0	0	0	0	0	0	0	0.00151	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	272	0	0	0	0	0	0	0	0	0.025	0	0	0	0	0	0	0	0
0	0	0	0	0	0	270	0	0	0	0	0	0	0	0	0.0251	0	0	0	0	0	0	0	0
0	0	0	0	0	0	259	0	0	0	0	0	0	0	0	0.025	0	0	0	0	0	0	0	0
0	0	0	-2	0	0	251	0	0	0	0	0	0	0	0	0.0173	0	0	0	0	0	0	0	0
0	0	0	0.8	0	0	248	0	0	0	0	0	0	0	0	0.0173	0	0	0	0	0	0	0	0
0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0.015	0	0	0	0	0	0	0	0
0	0	0	0	0	0	237	0	0	0	0	0	0	0	0	0.015	0	0	0	0	0	0	0	0
0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0.015	0	0	0	0	0	0	0	0
0	0	0	0	0	0	198	0	0	0	0	0	0	0	0	0.0082	0	0	0	0	0	0	0	0
0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0.0082	0	0	0	0	0	0	0	0
0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0.0082	0	0	0	0	0	0	0	0
0	0	0	-1.6	0	0	196	0	0	0	0	0	0	0	0	0.00718	0	0	0	0	0	0	0	0
0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0	0	0	0
0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0	0	0	0
0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0	0	0	0
0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0.0041	0	0	0	0	0	0	0	0
0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0.004	0	0	0	0	0	0	0	0
0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0.0039	0	0	0	0	0	0	0	0
0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0.00391	0	0	0	0	0	0	0	0
0	0	0	-0.7	0	0	163	0	0	0	0	0	0	0	0	0.00377	0	0	0	0	0	0	0	0
